Break In Period,Car Age Inception,Claim Freq,Claim loss_reported_period,Claim occ_cycle,Manufacturer,RTO City,Policy Type,Marital Status,OCCUPATION,CITY,Facility Name,Ageny Num,Surveyor,Type Of Payment,Geography,IDV Value,Claim Element,Claim Created Date,Claim Status
0,7,1,83,56,Sharp LLC,West Jessica, Our own renewals,NOT KNOWN,Secondary school teacher,Jessicaville,Stewart PLC,20740093,Jared Henry,CASHLESS,Heatherborough,318218, NET OF SALVAGE,1/23/2019 20:31, Rejected
7,4,2,55,73,Hughes-Rivera,Garzaberg, NCB Transfer,NOT KNOWN,"Production designer, theatre/television/film",New Kimberlymouth,Hernandez-Mann,50118964,Stacey Berry,CASHLESS,Fosterton,492501,PARTIAL LOSS,1/14/2019 23:40,Accepted
1,3,5,46,37,Mitchell and Sons,Garrettburgh, NCB Transfer,NOT KNOWN,Software engineer,New Ashley,Smith Group,55466630,Michael Ferrell,CASHLESS,New Tanya,348000, OWNER DRIVER:BODY INJURY,12/14/2018 1:02, Rejected
0,1,1,32,30,"Williams, Nichols and Miller",Johnsonfort,MTHF Renewal,NOT KNOWN,"Administrator, Civil Service",West Angelland,"Acosta, Summers and Whitaker",17027134,Michelle Hughes,CASHLESS,New Jessicafort,413705, OWNER DRIVER:DEATH,11/22/2018 20:40,Accepted
3,3,0,88,24,Velazquez Inc,North Nicholas, Our own renewals,NOT KNOWN,"Horticulturist, commercial",West Jasmine,"Rubio, Sanford and Carson",7497486,Regina Moore,CASHLESS,Espinozabury,255433, NET OF SALVAGE,10/31/2018 20:05, Rejected
9,3,1,23,28,Espinoza Inc,South Brittany, NCB Transfer,NOT KNOWN,Clothing/textile technologist,Lake Kristenfort,Reese-Suarez,45839837,Michael Frye,CASHLESS,Blankenshipborough,423120, NET OF SALVAGE,3/20/2019 23:38, Rejected
8,6,2,1,24,Kent Ltd,New Jeremyland, Our own renewals,NOT KNOWN,"Designer, fashion/clothing",East Joanneland,"Warren, Avila and Gibson",96672370,Shaun Davis,CASHLESS,Lake Stephaniefurt,150600,PARTIAL LOSS,1/23/2019 17:15,Accepted
1,3,6,59,36,Green-Elliott,Gardnerville, NCB Transfer,NOT KNOWN,Animator,Marktown,Moore-Simpson,59097612,Jason Hoffman,CASHLESS,Tylershire,599400,PARTIAL LOSS,12/24/2018 15:21,Accepted
2,0,9,46,8,Myers-Mcpherson,Brownland, NCB Transfer,NOT KNOWN,Social worker,North Jessica,Cox-Collins,67192682,Krista Vazquez,CASHLESS,Jonathanberg,660668,PARTIAL LOSS,3/25/2019 22:53, Rejected
8,3,7,23,87,Morales-Johnson,Warnerland, Our own renewals,NOT KNOWN,Neurosurgeon,Montgomerymouth,"Andrews, Arroyo and Calhoun",61459226,Billy Flores,REIMBURSEMENT,South Dale,220600,PARTIAL LOSS,10/13/2018 10:37,Accepted
3,7,5,43,98,Hubbard Ltd,Scottbury,MTHF Renewal,NOT KNOWN,Biomedical engineer,Jerryfurt,Hayes Ltd,63709395,Laura Carter,,Christinaburgh,257640,PARTIAL LOSS,12/29/2018 14:38,Accepted
8,12,9,97,7,"Taylor, Griffin and James",New Brian, NCB Transfer,NOT KNOWN,"Journalist, broadcasting",Josetown,"Miller, White and Carter",90228789,Natalie Conner,,Barbaraberg,104120, NET OF SALVAGE,12/9/2018 1:44, Rejected
7,4,9,46,94,Anderson PLC,East Christina, New vehicle without NCB,NOT KNOWN,Camera operator,South Gilbertport,Bennett-Frye,58500400,Brett Cameron,REIMBURSEMENT,New Wendy,482500,PARTIAL LOSS,3/23/2019 13:00,Accepted
3,2,6,90,85,Ali PLC,Kellyside,MTHF Renewal,NOT KNOWN,"Conservator, furniture",East Nicole,Hodges-Lewis,35159448,Katie Robinson,CASHLESS,Andersonville,388799,PARTIAL LOSS,2/4/2019 7:41, Rejected
4,2,1,81,86,Johnson-Hale,Turnerton, New vehicle without NCB,NOT KNOWN,Dramatherapist,Kennethport,Michael Ltd,4961225,Mercedes Nichols,CASHLESS,East Ronald,768214, OWNER DRIVER:DEATH,2/13/2019 4:31,Accepted
4,5,7,82,53,"Leach, Wong and Jones",Markport,MTHF Renewal,NOT KNOWN,Dancer,North Scottmouth,"Wong, Logan and Moore",62540367,Levi Brandt,,Kimberlyburgh,270120, OWNER DRIVER:BODY INJURY,10/12/2018 8:49,Accepted
9,0,2,17,66,Guzman Group,North David, NCB Transfer,NOT KNOWN,"Designer, television/film set",West Brian,Burke-Cabrera,70472491,Derek Harvey,,Sandratown,708672, OWNER DRIVER:DEATH,11/3/2018 7:20,Accepted
6,1,1,76,77,Smith LLC,Rileyside, Our own renewals,NOT KNOWN,"Administrator, arts",East Georgeshire,Cline-Mclaughlin,57326253,Tracey Thomas,CASHLESS,West Tiffany,495042, OWNER DRIVER:BODY INJURY,2/4/2019 5:30,Accepted
0,0,2,33,61,Reyes and Sons,Pattersonmouth,MTHF Renewal,NOT KNOWN,Aeronautical engineer,Jennifermouth,Baker-Vaughan,20104389,Claudia Trujillo,CASHLESS,East Kristinaberg,283689,PARTIAL LOSS,3/15/2019 3:54,Accepted
0,6,7,27,99,Rodriguez-Barnes,North Michael,MTHF Renewal,NOT KNOWN,Publishing rights manager,Lake Denisechester,Adams-Spence,65873659,Joseph Brown,CASHLESS,South Josephstad,310680, OWNER DRIVER:DEATH,11/14/2018 20:13,Accepted
1,3,7,66,42,"Ortega, Daugherty and Rogers",Micheleburgh, NCB Transfer,NOT KNOWN,Advertising copywriter,Richardbury,Proctor-Rodgers,50184082,Andrew Glover,CASHLESS,Port Juliestad,232140, OWNER DRIVER:DEATH,11/6/2018 3:50, Rejected
2,1,3,53,15,Johnson LLC,South Grace, New vehicle without NCB,NOT KNOWN,Event organiser,Alvaradoport,Holt-Stewart,98972058,Jonathan Thompson,CASHLESS,Port Jasonmouth,501556, NET OF SALVAGE,3/19/2019 9:26,Accepted
6,1,6,74,11,"Kelly, Cooper and Townsend",East Elizabethport, New vehicle without NCB,NOT KNOWN,"Engineer, automotive",Evelynhaven,Turner-Santana,1392450,Sarah Gonzalez,CASHLESS,Port Joshuaside,501556, NET OF SALVAGE,11/22/2018 0:38, Rejected
2,6,4,1,55,Baker and Sons,Michaelfort, NCB Transfer,NOT KNOWN,Airline pilot,Lorimouth,Henry-Smith,4120861,Rebecca Brown,CASHLESS,West Chasehaven,136646, OWNER DRIVER:DEATH,2/21/2019 23:57, Rejected
7,8,9,12,58,"Hill, Harris and Hartman",Port Joseton,MTHF Renewal,NOT KNOWN,Copy,South Sarabury,"Mercer, Cruz and Grant",24585088,Jeremy Brown,CASHLESS,Lloydland,113513, OWNER DRIVER:DEATH,2/20/2019 22:00, Rejected
1,1,2,55,40,Hunter Ltd,North Thomasburgh, NCB Transfer,NOT KNOWN,"Administrator, education",New Karen,"Palmer, Johnson and Watson",17067273,Paige Newman,CASHLESS,West Gina,392219, OWNER DRIVER:BODY INJURY,10/29/2018 13:43,Accepted
9,4,7,71,5,Lloyd-Glenn,Lake Justinborough,MTHF Renewal,NOT KNOWN,Transport planner,Lake Rubenmouth,"Mendez, Jackson and Greene",24312332,Robert Brown,CASHLESS,Briannahaven,365903, OWNER DRIVER:DEATH,11/27/2018 14:45,Accepted
5,6,2,69,93,"Wu, Schultz and Patel",Patrickfurt, NCB Transfer,NOT KNOWN,Environmental education officer,Port Ryan,"Bullock, Grant and Holt",42000552,Teresa Mcclain,,Crystalfort,146300, NET OF SALVAGE,11/24/2018 22:49, Rejected
1,2,5,52,59,"Potts, Little and Ward",Bakerhaven, New vehicle without NCB,NOT KNOWN,Maintenance engineer,Torresborough,"Moore, Fowler and Flores",12861548,Courtney Glass,CASHLESS,Ashleyberg,271000, NET OF SALVAGE,3/26/2019 14:53, Rejected
2,5,9,2,48,Wilson-Martinez,Heatherfurt,MTHF Renewal,NOT KNOWN,Financial controller,Justinview,Patterson-Anderson,21612768,Jamie Aguilar,CASHLESS,Lindaton,300000,PARTIAL LOSS,2/12/2019 14:59, Rejected
6,6,4,68,56,Bridges Ltd,Port Stephenborough, New vehicle without NCB,NOT KNOWN,Building surveyor,Chungstad,Mcclure Group,11175349,Lisa Bowman,CASHLESS,Meghanview,277000, OWNER DRIVER:BODY INJURY,10/8/2018 15:29, Rejected
7,2,8,8,33,Johnson-Price,Lake Hectorview, Our own renewals,NOT KNOWN,"Accountant, chartered",West Jennifer,"Whitaker, Hamilton and Williams",85861253,Meagan Wilson,CASHLESS,North Brianna,820000, OWNER DRIVER:BODY INJURY,10/3/2018 17:30, Rejected
4,13,5,71,21,Thomas-Matthews,Adrianfort, Our own renewals,NOT KNOWN,Games developer,Maxwellhaven,"White, Baker and Ramos",75373491,Scott Richardson,,Lawrenceburgh,190000, OWNER DRIVER:DEATH,2/8/2019 18:30, Rejected
0,8,7,72,76,Kirk Ltd,Welchview, NCB Transfer,NOT KNOWN,Armed forces logistics/support/administrative officer,Lake Bobbyberg,Jackson-Stephens,3705182,Eric Byrd,CASHLESS,Danielleville,187100, OWNER DRIVER:BODY INJURY,11/2/2018 6:39, Rejected
6,6,1,65,95,"Wiggins, Anderson and Jackson",New Cheyennefort,MTHF Renewal,NOT KNOWN,Psychotherapist,East Paul,Rush-Allen,45418707,Christopher Nelson,REIMBURSEMENT,Kristenton,325000, NET OF SALVAGE,1/19/2019 7:19,Accepted
2,2,7,12,29,Whitaker and Sons,East Taylorburgh, Our own renewals,NOT KNOWN,Chartered legal executive (England and Wales),Collinschester,"Reeves, Miller and Sanders",45005643,Isabella Steele,,Nicoleland,1100000, NET OF SALVAGE,3/29/2019 21:57, Rejected
2,12,0,10,71,Jones-Hopkins,Victorhaven, New vehicle without NCB,NOT KNOWN,Artist,Valdezbury,"Castillo, Castillo and Randolph",78869316,Beverly House,,East Mary,187600,PARTIAL LOSS,1/20/2019 14:24,Accepted
3,5,9,71,17,"Ellis, Stewart and Davis",North Jeffreyland, New vehicle without NCB,NOT KNOWN,Optometrist,New Kristastad,"Jenkins, Gardner and Combs",67033162,Stephanie Weaver,CASHLESS,Davischester,941735, NET OF SALVAGE,2/9/2019 19:38,Accepted
0,8,0,7,3,Long PLC,Faulknerbury, NCB Transfer,NOT KNOWN,"Surveyor, building control",Lake Chad,Ward LLC,4872364,Sara Wright,CASHLESS,Reynoldsbury,1038800, NET OF SALVAGE,12/4/2018 17:21, Rejected
2,3,3,65,85,"Escobar, Jimenez and Riley",Diazton,MTHF Renewal,NOT KNOWN,"Engineer, site",Lisaborough,Gordon and Sons,85746800,Colleen Moore,,West Karen,2405000, NET OF SALVAGE,1/2/2019 17:09,Accepted
8,6,2,53,70,"Sexton, Cohen and Barry",Adamchester, NCB Transfer,NOT KNOWN,Communications engineer,South Donald,"Collins, Williams and Hale",16817789,Vanessa Freeman,,Cartermouth,450000, OWNER DRIVER:DEATH,3/20/2019 10:54, Rejected
6,6,6,22,90,Hernandez PLC,South Christine, NCB Transfer,NOT KNOWN,Multimedia specialist,Lake Christopherbury,"Kelly, Thompson and Cervantes",70215756,Jeffrey Watson,CASHLESS,Nicoleborough,500000, OWNER DRIVER:BODY INJURY,2/23/2019 9:41, Rejected
9,0,9,38,46,"Wells, Dean and Horton",New Donald, NCB Transfer,NOT KNOWN,"Engineer, production",North Ashley,"Murphy, Erickson and Holmes",94611579,Anthony Rodriguez,CASHLESS,New Sandrastad,600608,PARTIAL LOSS,1/13/2019 5:38,Accepted
7,0,1,42,4,Parks-Curtis,Laurenshire,MTHF Renewal,NOT KNOWN,Fisheries officer,Jacksonport,Navarro Group,72123938,Randall Wise,CASHLESS,Madisonfurt,708672, OWNER DRIVER:DEATH,12/31/2018 4:18, Rejected
1,0,1,4,58,Wright-Khan,Christopherbury, NCB Transfer,NOT KNOWN,Armed forces training and education officer,Kingfurt,"Perry, Hernandez and Skinner",29264911,Kenneth Wise,CASHLESS,Rhondachester,476549, NET OF SALVAGE,1/14/2019 15:18,Accepted
7,1,9,94,77,Cross LLC,Eugenebury,MTHF Renewal,NOT KNOWN,Optometrist,East Mikayla,Webb-Lee,84195460,Bradley Finley,CASHLESS,New Jonathanville,797512, OWNER DRIVER:BODY INJURY,12/17/2018 21:14, Rejected
8,1,0,84,34,"French, Briggs and Sexton",Garyhaven, NCB Transfer,NOT KNOWN,Actuary,North Anthonyhaven,Jenkins Group,41460418,Alexa Scott,,North Stacybury,797512, OWNER DRIVER:BODY INJURY,10/15/2018 1:21,Accepted
7,1,1,79,79,Werner and Sons,Aguirreshire, NCB Transfer,NOT KNOWN,Data processing manager,South Kylieton,Tran-Sutton,6302982,Lucas Klein,CASHLESS,Monicaside,579068, NET OF SALVAGE,10/29/2018 16:30,Accepted
3,0,6,26,31,Casey PLC,Brownport, New vehicle without NCB,NOT KNOWN,Glass blower/designer,East Christina,Espinoza-Choi,76392857,Dominique Brown,CASHLESS,Millerport,616019, NET OF SALVAGE,2/3/2019 5:16,Accepted
7,5,9,48,63,Munoz-Smith,North Christopher, New vehicle without NCB,NOT KNOWN,Podiatrist,Jerryville,Padilla-Valencia,27821083,Daniel Beck,CASHLESS,Port Robertside,805800, NET OF SALVAGE,1/7/2019 0:15,Accepted
4,3,5,43,3,Garcia-Williams,North Angelachester, New vehicle without NCB,NOT KNOWN,Secondary school teacher,Carrollton,Wilson-Hall,18305172,Brian Davis,,Karenstad,500000, OWNER DRIVER:DEATH,12/2/2018 7:49,Accepted
7,3,4,81,3,Rojas-Fox,Turnerfurt, Our own renewals,NOT KNOWN,Financial adviser,Petersonport,Richards and Sons,8426266,John Becker,CASHLESS,Lake Sheilaburgh,589691,PARTIAL LOSS,10/10/2018 16:20, Rejected
8,4,0,49,22,"Johnson, Torres and Johnson",South Johnny, NCB Transfer,NOT KNOWN,Chief Strategy Officer,Jonathanfort,Willis-Sandoval,91279245,Mary Greene,REIMBURSEMENT,Tomside,360045, OWNER DRIVER:BODY INJURY,10/16/2018 10:05,Accepted
4,7,1,58,71,Gregory Inc,East Oliviachester, New vehicle without NCB,NOT KNOWN,"Psychologist, forensic",North Kevin,"Anderson, Miller and Flores",80500591,Dalton Cole,CASHLESS,New Kimberly,350000, NET OF SALVAGE,12/21/2018 14:54,Accepted
9,1,8,14,48,"Murillo, Mccall and Carroll",Lake Melissamouth, NCB Transfer,NOT KNOWN,Chartered certified accountant,Port Rebecca,Hill Ltd,96351807,Bruce Caldwell,CASHLESS,New Annettemouth,867234, OWNER DRIVER:DEATH,1/3/2019 23:18, Rejected
5,1,8,74,81,Turner-Nicholson,Paulstad, NCB Transfer,NOT KNOWN,Actor,Jacobsstad,"Dixon, Wells and Logan",48613720,Alyssa Townsend DVM,CASHLESS,Brownborough,421351, OWNER DRIVER:BODY INJURY,1/23/2019 12:48, Rejected
6,13,2,85,6,Henry-Wheeler,South Jacob, Our own renewals,NOT KNOWN,Osteopath,Bettyton,Walker-Morrison,69570061,Peter White,,Rachelhaven,100300,PARTIAL LOSS,3/4/2019 17:21, Rejected
2,2,6,17,62,"Mora, Odonnell and White",Philiphaven, New vehicle without NCB,NOT KNOWN,Company secretary,Hodgesfort,Campbell-Webb,30195185,Anita Roberts,CASHLESS,Amandaport,556779, OWNER DRIVER:DEATH,10/6/2018 12:58, Rejected
9,2,3,53,33,"Miller, Mills and Adams",South Tiffany,MTHF Renewal,NOT KNOWN,Toxicologist,New Kimberly,"Barrett, Pena and Giles",97074823,Blake Fisher,CASHLESS,South Donnaside,464746, OWNER DRIVER:DEATH,2/21/2019 18:22,Accepted
4,2,1,25,94,Bartlett-White,Port Marymouth, NCB Transfer,NOT KNOWN,Armed forces technical officer,East Jennifer,"Bernard, Johnson and Campos",41140878,Emily Clements,,Thomaston,678304, OWNER DRIVER:BODY INJURY,3/18/2019 18:56, Rejected
5,1,0,80,53,Barnes LLC,South Paul,MTHF Renewal,NOT KNOWN,Haematologist,Gracechester,"Schwartz, Gonzales and Cox",49156521,James Morales,CASHLESS,East Gregtown,430000, OWNER DRIVER:DEATH,3/5/2019 2:17, Rejected
0,1,3,27,65,Stewart LLC,Port Jason,MTHF Renewal,NOT KNOWN,"Producer, radio",West Brian,Reynolds Group,85973831,Steven Williams,,Katherineville,430000, OWNER DRIVER:DEATH,11/2/2018 12:59,Accepted
8,4,0,2,53,Guerrero Group,Austinberg, NCB Transfer,NOT KNOWN,"Doctor, hospital",East Marcusside,"Dawson, Perez and Wilkinson",31460672,Jessica Moore,REIMBURSEMENT,North Jessicashire,205200, OWNER DRIVER:BODY INJURY,10/31/2018 8:15,Accepted
3,3,6,8,30,Leon PLC,South Amandafurt, Our own renewals,NOT KNOWN,Futures trader,Cruzfort,"Zhang, Black and Wheeler",82384957,Jessica Young,,New David,444300, OWNER DRIVER:DEATH,10/9/2018 8:56, Rejected
0,4,0,28,91,"Smith, Torres and Hoffman",North Kathrynville, Our own renewals,NOT KNOWN,Media buyer,South Nicoletown,Johnson-Clark,5221296,Christopher Hernandez,CASHLESS,Johnhaven,650000, NET OF SALVAGE,1/20/2019 6:03,Accepted
4,2,6,33,88,"Marshall, Lee and Watson",North Alan,MTHF Renewal,NOT KNOWN,Product manager,New Dennis,Lynch-Smith,78165026,Patrick Ware,CASHLESS,New Reneeburgh,303006, OWNER DRIVER:BODY INJURY,1/19/2019 23:29, Rejected
3,2,9,3,75,"Freeman, Cook and Ramirez",Port Daisy,MTHF Renewal,NOT KNOWN,"Teacher, secondary school",East Brenda,Ellis-Jones,24129117,Sean Kirby,CASHLESS,Traceyfurt,601471, NET OF SALVAGE,1/6/2019 9:24,Accepted
7,9,9,20,16,Ramirez and Sons,West Jeffrey, NCB Transfer,NOT KNOWN,Youth worker,South Erika,Page Group,67353610,Steven Roberts,CASHLESS,South Michelle,160000, OWNER DRIVER:BODY INJURY,1/13/2019 21:58, Rejected
0,3,1,93,60,Weber-Roach,Gonzalezside, NCB Transfer,NOT KNOWN,"Buyer, industrial",New Emily,"Powers, Bartlett and Pineda",25002306,Jacob Owens,CASHLESS,Johnnyville,800000, OWNER DRIVER:DEATH,3/7/2019 7:10,Accepted
2,4,0,62,8,Washington-Austin,East Davidview,MTHF Renewal,NOT KNOWN,"Presenter, broadcasting",West Christophertown,"Thomas, Estes and Ward",17682962,Cory Allen,REIMBURSEMENT,Harrisburgh,400000, OWNER DRIVER:BODY INJURY,3/17/2019 8:56, Rejected
5,4,6,48,4,Jarvis Group,Bakertown, New vehicle without NCB,NOT KNOWN,Charity fundraiser,Tinafort,Scott Inc,38867063,Emily Kelley,,Beverlychester,400000, NET OF SALVAGE,1/23/2019 4:08, Rejected
8,4,1,55,87,"Johnson, Blake and Ross",North Bradley, New vehicle without NCB,NOT KNOWN,Education administrator,South Josephberg,"Christensen, Mcintosh and Jones",65278960,Hannah Gutierrez,,New Michelle,400000, OWNER DRIVER:DEATH,10/18/2018 21:58,Accepted
6,7,5,13,62,"Harris, Dominguez and Williams",Lutzside, Our own renewals,NOT KNOWN,"Engineer, production",East Benjamin,Jackson-Garcia,18802221,Cynthia Love,CASHLESS,Dillonberg,295100, OWNER DRIVER:DEATH,3/7/2019 9:45,Accepted
8,7,9,87,10,Armstrong-Roberts,North Emilyville,MTHF Renewal,NOT KNOWN,Ceramics designer,Port Nicolefurt,"Hernandez, Sanchez and Chandler",88210593,John Santos,REIMBURSEMENT,New Tyler,295100, NET OF SALVAGE,12/31/2018 22:04,Accepted
6,7,8,97,31,Jennings-Rodriguez,Port Ianview, Our own renewals,NOT KNOWN,Building control surveyor,North Noah,Richmond-Wu,35387312,Jennifer Giles,,East Paul,295100,PARTIAL LOSS,2/23/2019 21:10,Accepted
1,7,9,52,13,Vaughn-Davis,Hollowayland, New vehicle without NCB,NOT KNOWN,"Teacher, special educational needs",Kevinshire,Rodriguez-Little,31661169,Kim Meadows,CASHLESS,Newmantown,295100,PARTIAL LOSS,10/25/2018 15:00, Rejected
1,10,3,71,17,"Johnson, Mitchell and Saunders",Powellhaven, NCB Transfer,NOT KNOWN,Medical secretary,Mendozastad,Brooks-James,9784194,Russell Wright,,Derekmouth,192700, OWNER DRIVER:BODY INJURY,3/18/2019 15:57, Rejected
1,6,6,87,63,Harrison Inc,Woodfurt, NCB Transfer,NOT KNOWN,Mining engineer,Masonside,Davis Group,80729093,Lee Torres,CASHLESS,Reedland,211100, OWNER DRIVER:DEATH,2/19/2019 23:16,Accepted
1,6,9,37,53,Davis Inc,Ewingmouth,MTHF Renewal,NOT KNOWN,Accommodation manager,Port Richard,Johnson Inc,51656847,Rebecca Smith,,Port Heidifort,211100, OWNER DRIVER:DEATH,2/15/2019 13:10, Rejected
8,1,1,72,57,"Martin, Ramirez and Evans",West Marystad, NCB Transfer,NOT KNOWN,Wellsite geologist,Lake Jeremyborough,Guerra Inc,26878951,Kenneth Martinez,CASHLESS,Elijahville,596602, OWNER DRIVER:DEATH,11/22/2018 21:45,Accepted
4,4,9,36,39,Bernard-Carpenter,Davidland, Our own renewals,NOT KNOWN,"Designer, interior/spatial",West Taylorhaven,"Erickson, Miller and Kane",55960086,Lisa Jones,CASHLESS,West Ryanchester,335970, NET OF SALVAGE,11/11/2018 17:15,Accepted
9,4,5,31,66,"Shea, Frye and Hopkins",Jonathanton, NCB Transfer,NOT KNOWN,Chiropractor,Lake Tyrone,"Henry, Allen and Scott",89535928,Garrett Wong,CASHLESS,East Douglasport,335970, OWNER DRIVER:DEATH,12/27/2018 17:15,Accepted
3,4,4,83,19,"Barnes, Meza and Holt",Sherryborough, Our own renewals,NOT KNOWN,"Pilot, airline",North Glenbury,Parker-Summers,46553751,Pamela Scott,CASHLESS,Lake Leahland,465000, NET OF SALVAGE,11/8/2018 14:26, Rejected
6,2,1,61,33,"Ferguson, Carpenter and Lopez",Port Anthonyton, NCB Transfer,NOT KNOWN,"Scientist, forensic",New Jeffreystad,Torres-Reyes,59054444,Manuel Martin,CASHLESS,Elizabethburgh,686501, OWNER DRIVER:DEATH,12/12/2018 7:06,Accepted
8,6,9,28,68,"Miller, Edwards and Miller",Taylorberg, New vehicle without NCB,NOT KNOWN,Interpreter,Rodriguezburgh,Taylor-Long,85120902,Danielle Evans,CASHLESS,Lake Matthew,223094, OWNER DRIVER:DEATH,10/4/2018 0:28, Rejected
2,6,2,87,57,"Rodriguez, Gonzales and Huffman",Taylorhaven, Our own renewals,NOT KNOWN,Tax adviser,Juliemouth,Ramsey-Oliver,63978615,Mark Hernandez,CASHLESS,Jamesstad,223094, OWNER DRIVER:DEATH,1/23/2019 19:25, Rejected
9,0,7,77,67,"Allen, Dean and Velez",Adamport, NCB Transfer,NOT KNOWN,"Surveyor, minerals",Lake Philip,Campbell-Davis,82798549,Tiffany Clark,CASHLESS,Carterhaven,862744, OWNER DRIVER:BODY INJURY,3/29/2019 13:14,Accepted
5,0,7,41,47,"Dodson, Warren and Harper",Randolphville,MTHF Renewal,NOT KNOWN,Mudlogger,Laurashire,Everett and Sons,25707872,Allison Rodriguez,CASHLESS,New Nicole,593939, OWNER DRIVER:BODY INJURY,10/15/2018 22:36, Rejected
7,0,6,23,79,Ruiz Group,East Jesse,MTHF Renewal,NOT KNOWN,Firefighter,New Julia,"Bolton, Butler and Burton",88684524,Karen Carey,CASHLESS,North Jakeshire,687672, NET OF SALVAGE,10/8/2018 1:38, Rejected
1,0,2,59,92,Richardson and Sons,Tinatown, Our own renewals,NOT KNOWN,Technical author,Nicholstown,"Wyatt, Taylor and Acevedo",55425752,Whitney Henderson,REIMBURSEMENT,Reidview,944270, NET OF SALVAGE,10/21/2018 19:41, Rejected
2,0,9,11,93,"Griffith, Baldwin and Jones",Port Ana, NCB Transfer,NOT KNOWN,"Engineer, technical sales",New Moniqueton,Turner Ltd,26212691,Glenn Ramirez,REIMBURSEMENT,Lake Richardfurt,364363,PARTIAL LOSS,10/17/2018 1:44,Accepted
1,0,0,76,12,Salinas Inc,South Dominiqueport, NCB Transfer,NOT KNOWN,Professor Emeritus,Port Amymouth,Crawford-Phillips,73774581,Kristy Wilkerson,,East Francisco,321986, OWNER DRIVER:DEATH,10/27/2018 21:41, Rejected
5,0,1,63,28,Hester-Henry,North Joshualand,MTHF Renewal,NOT KNOWN,"Engineer, drilling",Rodriguezton,Hunter-Johnson,41250696,Carolyn Mosley,CASHLESS,Lisachester,724012, OWNER DRIVER:BODY INJURY,3/15/2019 15:41, Rejected
9,0,7,93,24,"Green, Sullivan and Mendez",Griffinport, NCB Transfer,NOT KNOWN,Community education officer,Jamesport,Wallace Group,12166324,Tiffany Thomas,CASHLESS,Lake Clayton,474001, OWNER DRIVER:DEATH,1/26/2019 5:39,Accepted
2,4,2,3,76,Logan and Sons,New Johnmouth,MTHF Renewal,NOT KNOWN,Forensic scientist,East Matthewview,"Johnson, Brooks and Combs",60098740,Leah Norton,CASHLESS,Stephenborough,296673,PARTIAL LOSS,2/16/2019 0:08, Rejected
7,0,2,51,46,"Winters, Sheppard and Dixon",New Steven, Our own renewals,NOT KNOWN,Financial planner,Lambfort,Kelly-Williams,94377351,Scott Lewis,CASHLESS,East Ruth,356734, OWNER DRIVER:DEATH,3/1/2019 11:09, Rejected
2,0,7,28,58,Dyer Group,Port Michaelland, Our own renewals,NOT KNOWN,"Scientist, audiological",West Jessicamouth,Davis-Murphy,32300239,Amanda Martin DDS,,East Michael,356734, OWNER DRIVER:BODY INJURY,10/11/2018 4:03, Rejected
0,0,8,67,15,Guerrero Group,New Danielview, Our own renewals,NOT KNOWN,Equities trader,East Veronica,"Adams, Harper and Hampton",94026367,Jamie Schwartz,CASHLESS,Pamelaborough,313745, NET OF SALVAGE,1/3/2019 23:20,Accepted
5,6,1,2,62,Pierce Ltd,Port Tina, New vehicle without NCB,NOT KNOWN,Radio broadcast assistant,South Jenniferport,"Barnes, Randolph and Anderson",94801419,Eric Harper,CASHLESS,New Tylerfort,200684, OWNER DRIVER:BODY INJURY,11/8/2018 8:26, Rejected
